224,NLM_DEVICE_INFO,WBX61,0001,3026,0,1787824851804,1787824851804
10,14559472,1680
11,14102989,1680
2,-12,203,480,1680
1,14704143,1720
9,13968655,1720
10,14562805,1720
11,14106286,1720
2,-16,187,483,1720
1,14708155,1760
9,13970762,1760
10,14566068,1760
11,14109346,1760
2,-19,187,470,1760
1,14704857,1800
9,13966750,1800
10,14566137,1800
11,14107850,1800
2,-17,187,477,1800
1,14693161,1840
9,13958693,1840
10,14563756,1840
11,14103397,1840
2,-7,202,475,1840
1,14684320,1880
9,13953082,1880
10,14561750,1880
11,14100915,1880
2,-1,214,468,1880
1,14680173,1920
9,13950634,1920
10,14560798,1920
11,14099657,1920
2,1,241,460,1920
1,14680173,1960
9,13950090,1960
10,14560798,1960
11,14100167,1960
2,-3,242,463,1960
1,14682892,2000
9,13951008,2000
10,14561648,2000
11,14101221,2000
2,0,233,463,2000
1,14686870,2040
9,13953423,2040
10,14563791,2040
11,14102581,2040
2,1,240,456,2040
1,14690100,2080
9,13955055,2080
10,14565966,2080
11,14105640,2080
2,2,244,458,2080
1,14695030,2120
9,13958455,2120
10,14568381,2120
11,14107408,2120
2,0,235,458,2120
1,14698669,2160
9,13961514,2160
10,14571917,2160
11,14110333,2160
2,-1,233,460,2160
1,14704109,2200
9,13965560,2200
10,14575045,2200
11,14113732,2200
2,6,235,448,2200
1,14701865,2240
9,13963691,2240
10,14575215,2240
11,14111794,2240
2,0,232,465,2240
1,14689964,2280
9,13956211,2280
10,14571713,2280
11,14105845,2280
2,2,231,453,2280
1,14680240,2320
9,13950804,2320
10,14567701,2320
11,14101458,2320
2,-13,238,457,2320
1,14674732,2360
9,13948221,2360
10,14564981,2360
11,14100201,2360
2,2,222,462,2360
1,14673917,2400
9,13948153,2400
10,14563926,2400
11,14100302,2400
2,6,228,464,2400
1,14676433,2440
9,13950600,2440
10,14564811,2440
11,14102581,2440
2,-3,233,454,2440
1,14680615,2480
9,13953219,2480
10,14565762,2480
11,14105675,2480
2,-2,238,461,2480
1,14686326,2520
9,13957230,2520
10,14568278,2520
11,14109380,2520
2,-1,225,417,2520
1,14691902,2560
9,13961175,2560
10,14571985,2560
11,14114311,2560
2,-6,253,483,2560
1,14700063,2600
9,13966411,2600
10,14576472,2600
11,14119240,2600
2,2,207,465,2600
1,14710025,2640
9,13972904,2640
10,14581946,2640
11,14126687,2640
2,-1,236,452,2640
1,14721176,2680
9,13980079,2680
10,14588406,2680
11,14135357,2680
2,2,236,457,2680
1,14721619,2720
9,13980520,2720
10,14592929,2720
11,14140218,2720
2,-4,227,462,2720
1,14718831,2760
9,13979739,2760
10,14596159,2760
11,14144264,2760
2,-2,229,460,2760
1,14720157,2800
9,13982934,2800
10,14599967,2800
11,14151133,2800
2,-2,231,459,2800
1,14724848,2840
9,13987932,2840
10,14604897,2840
11,14159191,2840
2,0,237,456,2840
1,14732669,2880
9,13994495,2880
10,14610779,2880
11,14168098,2880
2,-3,229,459,2880
1,14740930,2920
9,14001397,2920
10,14616932,2920
11,14176803,2920
2,-2,222,466,2920
1,14749872,2960
9,14007551,2960
10,14623426,2960
11,14185031,2960
2,-3,259,456,2960
1,14757862,3000
9,14013194,3000
10,14630227,3000
11,14192545,3000
2,-7,237,451,3000
1,14764764,3040
9,14019620,3040
10,14637231,3040
11,14200228,3040
2,-4,245,453,3040
1,14771701,3080
9,14025435,3080
10,14642943,3080
11,14206213,3080
2,-5,245,451,3080
1,14775270,3120
9,14029651,3120
10,14646751,3120
11,14209714,3120
2,-5,244,455,3120
1,14767485,3160
9,14023496,3160
10,14645186,3160
11,14204343,3160
2,-6,241,452,3160
1002,138,3160,1787824856021
1004,446,3160,1787824856022
1004,448,3160,1787824856023
1,14754190,3200
9,14013229,3200
10,14638149,3200
11,14195775,3200
2,-5,244,455,3200
1,14746133,3240
9,14007075,3240
10,14632844,3240
11,14190164,3240
2,-3,247,455,3240
1,14744976,3280
9,14005307,3280
10,14630430,3280
11,14188431,3280
2,-5,242,453,3280
1,14751573,3320
9,14008672,3320
10,14633729,3320
11,14193938,3320
2,-5,240,455,3320
1,14757523,3360
9,14012481,3360
10,14639474,3360
11,14200942,3360
2,-6,246,453,3360
1,14762452,3400
9,14017206,3400
10,14645594,3400
11,14207776,3400
2,-5,240,454,3400
1,14764594,3440
9,14020403,3440
10,14650593,3440
11,14213659,3440
2,-6,241,455,3440
1,14767315,3480
9,14022069,3480
10,14654502,3480
11,14218929,3480
2,-6,242,454,3480
1,14770953,3520
9,14024517,3520
10,14658344,3520
11,14224233,3520
2,-7,245,455,3520
1,14775440,3560
9,14027610,3560
10,14660214,3560
11,14228959,3560
2,-5,242,456,3560
1,14773197,3600
9,14023802,3600
10,14656678,3600
11,14226374,3600
2,-6,239,453,3600
1,14756673,3640
9,14013127,3640
10,14646207,3640
11,14215257,3640
2,-7,247,453,3640
1,14746540,3680
9,14005170,3680
10,14636755,3680
11,14207743,3680
2,-5,242,454,3680
1,14745623,3720
9,14002825,3720
10,14633899,3720
11,14206858,3720
2,-5,242,454,3720
1,14746948,3760
9,14003368,3760
10,14634307,3760
11,14209000,3760
2,-5,243,453,3760
1,14752287,3800
9,14006224,3800
10,14636006,3800
11,14212536,3800
2,-7,244,454,3800
1,14756605,3840
9,14008367,3840
10,14637877,3840
11,14215426,3840
2,-3,243,452,3840
1,14760243,3880
9,14010509,3880
10,14638930,3880
11,14218181,3880
2,-6,246,453,3880
1,14762146,3920
9,14011801,3920
10,14639951,3920
11,14220220,3920
2,-3,245,452,3920
1,14763234,3960
9,14013874,3960
10,14640325,3960
11,14221410,3960
2,-5,246,453,3960
1,14765818,4000
9,14016696,4000
10,14641175,4000
11,14222805,4000
2,-3,248,455,4000
1,14766193,4040
9,14017105,4040
10,14640869,4040
11,14221818,4040
2,-6,245,454,4040
1,14753340,4080
9,14005375,4080
10,14633184,4080
11,14211891,4080
2,-2,247,451,4080
1,14739842,4120
9,13993883,4120
10,14622849,4120
11,14201180,4120
2,-4,244,452,4120
1,14732056,4160
9,13986709,4160
10,14614722,4160
11,14195196,4160
2,-4,246,453,4160
1,14729235,4200
9,13984328,4200
10,14610064,4200
11,14192680,4200
2,-5,244,453,4200
1,14729915,4240
9,13983887,4240
10,14608092,4240
11,14192817,4240
2,-3,249,453,4240
1,14732227,4280
9,13985349,4280
10,14607073,4280
11,14193701,4280
2,-4,244,453,4280
1,14734539,4320
9,13987015,4320
10,14606597,4320
11,14194312,4320
2,-3,248,452,4320
1,14736442,4360
9,13988986,4360
10,14606937,4360
11,14195469,4360
2,-3,214,525,4360
1,14739673,4400
9,13991230,4400
10,14607378,4400
11,14197135,4400
2,-4,272,420,4400
1,14743889,4440
9,13994801,4440
10,14609997,4440
11,14200228,4440
2,-2,235,449,4440
1,14748003,4480
9,13999017,4480
10,14612648,4480
11,14203220,4480
2,0,250,453,4480
1,14743379,4520
9,13994053,4520
10,14610303,4520
11,14199412,4520
2,-2,234,460,4520
1,14727262,4560
9,13981336,4560
10,14599932,4560
11,14187887,4560
2,-3,245,451,4560
1,14714139,4600
9,13971137,4600
10,14589358,4600
11,14178129,4600
2,-4,244,461,4600
1,14708359,4640
9,13965628,4640
10,14581946,4640
11,14172825,4640
2,-7,239,452,4640
1,14705367,4680
9,13964098,4680
10,14578308,4680
11,14170819,4680
2,-5,248,449,4680
1,14706522,4720
9,13965255,4720
10,14577221,4720
11,14170750,4720
2,-5,239,456,4720
1,14708155,4760
9,13968043,4760
10,14578003,4760
11,14173232,4760
2,-5,244,452,4760
1002,136,4720,1787824856833
1004,457,4720,1787824856833
1004,448,4720,1787824856834
1002,135,4760,1787824858044
1004,458,4760,1787824858045
1004,464,4760,1787824858046
1,14710262,4800
9,13970797,4800
10,14578818,4800
11,14175476,4800
2,-5,245,454,4800
1,14711419,4840
9,13972836,4840
10,14580179,4840
11,14177720,4840
2,-4,239,455,4840
1,14712303,4880
9,13976202,4880
10,14581470,4880
11,14179862,4880
2,-4,247,452,4880
1,14712745,4920
9,13978753,4920
10,14583000,4920
11,14182821,4920
2,-1,242,453,4920
1,14712880,4960
9,13981779,4960
10,14583204,4960
11,14184793,4960
2,-2,245,457,4960
1,14701083,5000
9,13972735,5000
10,14577323,5000
11,14177414,5000
2,-5,242,455,5000
1,14681193,5040
9,13958693,5040
10,14564471,5040
11,14165072,5040
2,-8,237,457,5040
1,14666708,5080
9,13947472,5080
10,14551754,5080
11,14155247,5080
2,-7,246,456,5080
1,14658481,5120
9,13941183,5120
10,14542405,5120
11,14149602,5120
2,-6,239,454,5120
1,14654604,5160
9,13938156,5160
10,14537066,5160
11,14147766,5160
2,-7,241,454,5160
1,14653890,5200
9,13937987,5200
10,14534482,5200
11,14147970,5200
2,-8,241,454,5200
1,14653109,5240
9,13938598,5240
10,14532510,5240
11,14148446,5240
2,-5,240,453,5240
1,14652632,5280
9,13938870,5280
10,14531592,5280
11,14149466,5280
2,-6,240,456,5280
1,14653176,5320
9,13939823,5320
10,14531015,5320
11,14151337,5320
2,-7,242,455,5320
1,14655353,5360
9,13942271,5360
10,14531355,5360
11,14153240,5360
2,-7,240,455,5360
1,14657937,5400
9,13944446,5400
10,14532749,5400
11,14155314,5400
2,-8,241,452,5400
1,14654400,5440
9,13940400,5440
10,14530470,5440
11,14151881,5440
2,-7,243,460,5440
1,14637469,5480
9,13926188,5480
10,14518163,5480
11,14138689,5480
2,-6,244,458,5480
1,14622611,5520
9,13913404,5520
10,14504971,5520
11,14126993,5520
2,-7,242,455,5520
1,14613600,5560
9,13906129,5560
10,14495552,5560
11,14120022,5560
2,-9,241,455,5560
1,14609622,5600
9,13903035,5600
10,14489705,5600
11,14116011,5600
2,-6,239,455,5600
1,14609282,5640
9,13902831,5640
10,14486882,5640
11,14115365,5640
2,-8,240,454,5640
1,14611425,5680
9,13904088,5680
10,14485828,5680
11,14115670,5680
2,-6,242,454,5680
1,14613872,5720
9,13905686,5720
10,14485760,5720
11,14116453,5720
2,-6,234,457,5720
1,14616116,5760
9,13907115,5760
10,14486440,5760
11,14117711,5760
2,-8,245,454,5760
1,14618768,5800
9,13909733,5800
10,14487392,5800
11,14119478,5800
2,-8,240,455,5800
1,14623052,5840
9,13912793,5840
10,14489296,5840
11,14121893,5840
2,-8,241,454,5840
1,14626962,5880
9,13915750,5880
10,14491166,5880
11,14124579,5880
2,-7,244,456,5880
1,14618768,5920
9,13908270,5920
10,14486271,5920
11,14116997,5920
2,-2,238,453,5920
1,14600136,5960
9,13895011,5960
10,14472908,5960
11,14103431,5960
2,-2,225,446,5960
1,14586911,6000
9,13884539,6000
10,14461383,6000
11,14093129,6000
2,-2,237,454,6000
1,14579804,6040
9,13878215,6040
10,14452373,6040
11,14086601,6040
2,-6,240,455,6040
1,14577900,6080
9,13876481,6080
10,14447850,6080
11,14084220,6080
2,-5,247,454,6080
1,14579226,6120
9,13878044,6120
10,14446355,6120
11,14084152,6120
2,-8,238,455,6120
1,14582422,6160
9,13880254,6160
10,14446559,6160
11,14085445,6160
2,-5,243,452,6160
1,14585516,6200
9,13882090,6200
10,14446694,6200
11,14086635,6200
2,-6,241,455,6200
1,14588372,6240
9,13883586,6240
10,14447307,6240
11,14087927,6240
2,-3,244,454,6240
1,14594424,6280
9,13885116,6280
10,14449244,6280
11,14090000,6280
2,-4,237,449,6280
1,14600953,6320
9,13888483,6320
10,14452338,6320
11,14093060,6320
2,-4,242,453,6320
1,14606563,6360
9,13890761,6360
10,14454957,6360
11,14095372,6360
2,-6,243,454,6360
1002,133,6360,1787824858857
1004,466,6360,1787824858858
1004,458,6360,1787824858858
1,14595410,6400
9,13880561,6400
10,14448088,6400
11,14085954,6400
2,-5,243,453,6400
1,14580552,6440
9,13869069,6440
10,14436290,6440
11,14073884,6440
2,-5,242,454,6440
1,14571134,6480
9,13861214,6480
10,14426736,6480
11,14065656,6480
2,-5,239,453,6480
1,14567225,6520
9,13858053,6520
10,14420276,6520
11,14062290,6520
2,-7,241,452,6520
1,14568721,6560
9,13858223,6560
10,14418475,6560
11,14061882,6560
2,-5,244,455,6560
1,14572392,6600
9,13860330,6600
10,14418882,6600
11,14063072,6600
2,-7,236,455,6600
1,14576472,6640
9,13863458,6640
10,14420208,6640
11,14065384,6640
2,-8,245,453,6640
1,14580723,6680
9,13866247,6680
10,14422316,6680
11,14067186,6680
2,-5,242,453,6680
1,14584836,6720
9,13869715,6720
10,14424391,6720
11,14070144,6720
2,-6,239,455,6720
1,14589597,6760
9,13872978,6760
10,14427077,6760
11,14073749,6760
2,-7,244,453,6760
1,14594424,6800
9,13876413,6800
10,14430510,6800
11,14078372,6800
2,-5,238,457,6800
1,14596431,6840
9,13876719,6840
10,14431735,6840
11,14079665,6840
2,-9,242,455,6840
1,14582695,6880
9,13866518,6880
10,14423030,6880
11,14069158,6880
2,-7,240,456,6880
1,14569095,6920
9,13856012,6920
10,14411742,6920
11,14058720,6920
2,-6,239,456,6920
1,14561818,6960
9,13849858,6960
10,14403480,6960
11,14052192,6960
2,-6,244,455,6960
1,14560356,7000
9,13848158,7000
10,14399367,7000
11,14049473,7000
2,-6,234,456,7000
1,14563008,7040
9,13849620,7040
10,14398823,7040
11,14050322,7040
2,-8,244,454,7040
1,14567599,7080
9,13852748,7080
10,14399707,7080
11,14052464,7080
2,-7,240,454,7080
1,14572630,7120
9,13856897,7120
10,14402086,7120
11,14054980,7120
2,-6,240,455,7120
1,14576643,7160
9,13860092,7160
10,14404569,7160
11,14057632,7160
2,-6,239,454,7160
1,14581946,7200
9,13864071,7200
10,14407458,7200
11,14060760,7200
2,-8,243,454,7200
1,14586843,7240
9,13868321,7240
10,14410858,7240
11,14063650,7240
2,-8,240,453,7240
1,14592589,7280
9,13873013,7280
10,14414021,7280
11,14067424,7280
2,-6,245,454,7280
1,14590684,7320
9,13871007,7320
10,14414361,7320
11,14064908,7320
2,-7,240,454,7320
1,14574738,7360
9,13860024,7360
10,14404399,7360
11,14053213,7360
2,-6,245,453,7360
1,14560560,7400
9,13850811,7400
10,14393213,7400
11,14042230,7400
2,-5,243,452,7400
1,14553421,7440
9,13845541,7440
10,14385970,7440
11,14035533,7440
2,-7,245,452,7440
1,14553047,7480
9,13845166,7480
10,14382163,7480
11,14032676,7480
2,-6,245,453,7480
1,14556277,7520
9,13847717,7520
10,14381516,7520
11,14032949,7520
2,-6,244,454,7520
1,14559676,7560
9,13851830,7560
10,14383013,7560
11,14035056,7560
2,-6,244,451,7560
1,14564437,7600
9,13855400,7600
10,14385087,7600
11,14037674,7600
2,-5,245,453,7600
1,14569298,7640
9,13860637,7640
10,14388180,7640
11,14040633,7640
2,-7,244,453,7640
1,14574636,7680
9,13865907,7680
10,14391547,7680
11,14044100,7680
2,-7,245,452,7680
1,14580382,7720
9,13871176,7720
10,14395456,7720
11,14048282,7720
2,-6,242,453,7720
1,14586740,7760
9,13876651,7760
10,14399162,7760
11,14053042,7760
2,-6,246,452,7760
1,14585551,7800
9,13875732,7800
10,14399775,7800
11,14051580,7800
2,-7,243,454,7800
1,14571475,7840
9,13866314,7840
10,14391750,7840
11,14041550,7840
2,-8,242,454,7840
1,14559609,7880
9,13858835,7880
10,14382469,7880
11,14032745,7880
2,-7,246,453,7880
1,14555495,7920
9,13856183,7920
10,14377198,7920
11,14028834,7920
2,-6,245,453,7920
1,14556106,7960
9,13857271,7960
10,14375057,7960
11,14028834,7960
2,-6,242,453,7960
1002,131,7400,1787824860072
1004,468,7400,1787824860072
1004,469,7400,1787824860072
1004,470,7440,1787824860073
1002,130,7960,1787824860886
1004,474,7960,1787824860887
1004,473,7960,1787824860887
101,128,130,0,7960,1787824861363
222,0,sqi=99
1,14558860,8000
9,13859718,8000
10,14376247,8000
11,14031010,8000
2,-6,247,453,8000
1,14561784,8040
9,13861079,8040
10,14377878,8040
11,14034071,8040
2,-5,242,453,8040
1,14569809,8080
9,13863016,8080
10,14381007,8080
11,14038762,8080
2,-8,244,454,8080
1,14585449,8120
9,13865124,8120
10,14387500,8120
11,14047297,8120
2,-7,242,453,8120
1,14612002,8160
9,13875256,8160
10,14402902,8160
11,14070927,8160
2,-7,244,453,8160
1,14632505,8200
9,13897289,8200
10,14426567,8200
11,14104995,8200
2,-6,240,454,8200
1,14649505,8240
9,13921496,8240
10,14454480,8240
11,14134745,8240
2,-7,245,453,8240
1,14663886,8280
9,13947608,8280
10,14479947,8280
11,14162319,8280
2,-5,242,455,8280
1,14676467,8320
9,13979704,8320
10,14503304,8320
11,14183602,8320
2,-7,241,454,8320
1,14699961,8360
9,14013874,8360
10,14525574,8360
11,14202200,8360
2,-5,243,456,8360
1,14715464,8400
9,14037096,8400
10,14542099,8400
11,14214543,8400
2,-6,240,454,8400
1,14723421,8440
9,14039885,8440
10,14545261,8440
11,14216617,8440
2,-8,242,454,8440
1,14727229,8480
9,14034377,8480
10,14544479,8480
11,14214576,8480
2,-7,243,455,8480
1,14727568,8520
9,14027679,8520
10,14542337,8520
11,14210462,8520
2,-4,243,454,8520
1,14725903,8560
9,14019689,8560
10,14539718,8560
11,14203595,8560
2,-6,243,453,8560
1,14722706,8600
9,14011053,8600
10,14535672,8600
11,14195944,8600
2,-6,243,453,8600
1,14718694,8640
9,14002723,8640
10,14530810,8640
11,14187342,8640
2,-8,243,453,8640
1,14715770,8680
9,13995786,8680
10,14525915,8680
11,14179862,8680
2,-6,243,453,8680
1,14711011,8720
9,13988068,8720
10,14521189,8720
11,14172043,8720
2,-6,243,453,8720
1,14692786,8760
9,13970966,8760
10,14508541,8760
11,14153648,8760
2,-7,240,454,8760
1,14669735,8800
9,13951859,8800
10,14490079,8800
11,14132228,8800
2,-6,242,454,8800
1,14653347,8840
9,13937783,8840
10,14475119,8840
11,14115330,8840
2,-7,240,454,8840
1,14643929,8880
9,13928466,8880
10,14463661,8880
11,14102887,8880
2,-7,242,452,8880
1,14639372,8920
9,13923196,8920
10,14455806,8920
11,14095474,8920
2,-7,242,454,8920
1,14640223,8960
9,13921667,8960
10,14451625,8960
11,14091598,8960
2,-7,243,452,8960
1,14641991,9000
9,13922143,9000
10,14448191,9000
11,14088437,9000
2,-8,243,453,9000
1,14645424,9040
9,13923230,9040
10,14446660,9040
11,14085784,9040
2,-4,246,451,9040
1,14649913,9080
9,13925067,9080
10,14445538,9080
11,14084866,9080
2,-6,244,452,9080
1,14653789,9120
9,13927888,9120
10,14446014,9120
11,14084731,9120
2,-2,242,456,9120
1,14658446,9160
9,13931255,9160
10,14446762,9160
11,14084289,9160
2,-5,244,454,9160
1,14660759,9200
9,13932785,9200
10,14446966,9200
11,14083405,9200
2,-3,246,453,9200
1,14649301,9240
9,13923605,9240
10,14439011,9240
11,14071573,9240
2,-6,243,450,9240
1,14635123,9280
9,13912962,9280
10,14427043,9280
11,14057462,9280
2,-5,241,452,9280
1,14627677,9320
9,13906536,9320
10,14417489,9320
11,14047059,9320
2,-5,245,453,9320
1,14624106,9360
9,13903952,9360
10,14411232,9360
11,14041006,9360
2,-5,243,453,9360
1,14624345,9400
9,13903986,9400
10,14408003,9400
11,14037878,9400
2,-9,240,454,9400
1,14627609,9440
9,13905992,9440
10,14407323,9440
11,14037334,9440
2,-7,242,455,9440
1,14632573,9480
9,13909155,9480
10,14408241,9480
11,14038253,9480
2,-5,241,455,9480
1,14638897,9520
9,13913234,9520
10,14409770,9520
11,14039680,9520
2,-4,240,454,9520
1,14644370,9560
9,13917552,9560
10,14411810,9560
11,14042230,9560
2,-9,245,452,9560
1002,129,9560,1787824862100
1004,468,9560,1787824862101
1004,477,9560,1787824862101
1002,128,9560,1787824862907
1004,478,9560,1787824862908
1004,480,9560,1787824862908
101,126,128,0,9560,1787824862956
222,0,sqi=99
101,126,128,0,9560,1787824863039
222,0,sqi=100
1,14651612,9600
9,13922720,9600
10,14415550,9600
11,14044848,9600
2,-5,242,455,9600
1,14658651,9640
9,13928024,9640
10,14418882,9640
11,14048690,9640
2,-9,239,455,9640
1,14662696,9680
9,13931629,9680
10,14422181,9680
11,14050765,9680
2,-6,240,454,9680
1,14654400,9720
9,13924352,9720
10,14416979,9720
11,14042503,9720
2,-8,239,454,9720
1,14642160,9760
9,13915784,9760
10,14407731,9760
11,14031588,9760
2,-6,240,455,9760
1,14634205,9800
9,13910378,9800
10,14400285,9800
11,14023361,9800
2,-9,239,457,9800
1,14632437,9840
9,13908474,9840
10,14396034,9840
11,14019077,9840
2,-4,239,456,9840
1,14632946,9880
9,13909087,9880
10,14394573,9880
11,14017682,9880
2,-10,237,454,9880
1,14636244,9920
9,13911772,9920
10,14394675,9920
11,14017615,9920
2,-7,246,455,9920
1,14639883,9960
9,13914832,9960
10,14396000,9960
11,14019077,9960
2,-9,245,458,9960
1,14643623,10000
9,13918300,10000
10,14397667,10000
11,14020607,10000
2,-7,244,455,10000
1,14648553,10040
9,13921700,10040
10,14400115,10040
11,14022511,10040
2,-11,239,449,10040
1,14653551,10080
9,13926596,10080
10,14402597,10080
11,14025129,10080
2,8,278,470,10080
1,14659297,10120
9,13931764,10120
10,14405725,10120
11,14028359,10120
2,-8,233,448,10120
1,14662255,10160
9,13934586,10160
10,14408513,10160
11,14030840,10160
2,0,222,453,10160
1,14654502,10200
9,13929146,10200
10,14403718,10200
11,14023088,10200
2,-4,244,454,10200
1,14642534,10240
9,13920749,10240
10,14394743,10240
11,14012413,10240
2,-7,240,452,10240
1,14635259,10280
9,13915988,10280
10,14387874,10280
11,14004694,10280
2,-8,242,456,10280
1,14633729,10320
9,13914969,10320
10,14384372,10320
11,14000411,10320
2,-6,258,452,10320
1,14634239,10360
9,13915988,10360
10,14382536,10360
11,13999662,10360
2,-11,225,465,10360
1,14637638,10400
9,13919082,10400
10,14383624,10400
11,14000207,10400
2,-10,257,457,10400
1,14641311,10440
9,13922346,10440
10,14384679,10440
11,14001499,10440
2,-20,217,469,10440
1,14645153,10480
9,13926086,10480
10,14386583,10480
11,14002791,10480
2,-9,219,461,10480
1,14649675,10520
9,13929894,10520
10,14388759,10520
11,14004966,10520
2,-37,220,462,10520
1,14654333,10560
9,13934790,10560
10,14391377,10560
11,14007755,10560
2,-11,229,460,10560
1,14660316,10600
9,13939789,10600
10,14394743,10600
11,14011086,10600
2,-11,239,456,10600
1,14663376,10640
9,13943869,10640
10,14397462,10640
11,14013807,10640
2,-6,228,461,10640
1,14656135,10680
9,13938462,10680
10,14393893,10680
11,14007652,10680
2,-9,234,459,10680
1,14647023,10720
9,13933090,10720
10,14387432,10720
11,13999153,10720
2,-8,232,459,10720
1,14642263,10760
9,13931016,10760
10,14382774,10760
11,13994019,10760
2,-9,235,459,10760
1,14641515,10800
9,13931696,10800
10,14380292,10800
11,13992692,10800
2,-10,231,460,10800
1,14644166,10840
9,13935471,10840
10,14380565,10840
11,13994019,10840
2,-8,235,459,10840
1,14648076,10880
9,13940333,10880
10,14382774,10880
11,13996909,10880
2,-9,230,457,10880
1,14652769,10920
9,13944854,10920
10,14385256,10920
11,13999799,10920
2,-9,232,461,10920
1,14657427,10960
9,13949852,10960
10,14388588,10960
11,14004185,10960
2,-8,231,460,10960
1,14661983,11000
9,13955293,11000
10,14391581,11000
11,14007822,11000
2,-9,231,459,11000
1,14666845,11040
9,13960630,11040
10,14395321,11040
11,14012039,11040
2,-8,228,458,11040
1,14672965,11080
9,13966683,11080
10,14399571,11080
11,14017105,11080
2,-9,236,458,11080
1,14677453,11120
9,13971068,11120
10,14402733,11120
11,14020369,11120
